game_id:ID(Game),title:string,title_zh:string,year:int,is_goty:boolean,genre:string,developer:string,developer_id:string,publisher:string,platforms:string,release_date:string,player_rating:int,rating_source:string,gameplay:string,unique_features:string,drawbacks:string,awards:string,influence:string,description:string
game_043,Crash Team Racing,古惑狼赛车,1999,false,卡丁车竞速,Naughty Dog,studio_naughtydog,,,,88,Metacritic,,,,,,索尼对标价《马里奥赛车》的竞速作品，被誉为最优秀的卡丁车游戏之一。
game_044,Jak and Daxter: The Precursor Legacy,杰克与达斯特：先祖遗产,2001,false,平台动作,Naughty Dog,studio_naughtydog,,,,90,Metacritic,,,,,,成为索尼第一方后打造的全新IP，采用自研GOAL语言开发。
game_045,Uncharted: Drake's Fortune,神秘海域：德雷克的宝藏,2007,false,动作冒险,Naughty Dog,studio_naughtydog,,,,88,Metacritic,,,,,,系列开山之作，确立电影化动作冒险风格。
game_046,Uncharted 3: Drake's Deception,神秘海域3：德雷克的诡计,2011,false,动作冒险,Naughty Dog,studio_naughtydog,,,,92,Metacritic,,,,,,系列第三部，沙漠城镇与飞机失事场景演出广受赞誉。
game_047,The Last of Us,最后生还者,2013,false,动作冒险 / 生存恐怖,Naughty Dog,studio_naughtydog,,,,95,Metacritic,,,,,,后启示录叙事神作，将顽皮狗推向叙事游戏顶峰，后改编为HBO剧集。
game_048,Kinetica,极速魔神,2001,false,未来竞速,Santa Monica Studio,studio_santamonica,,,,75,Metacritic,,,,,,工作室首款作品，验证了按时按预算交付能力，并孵化了Kinetica引擎。
game_049,God of War II,战神2,2007,false,动作冒险,Santa Monica Studio,studio_santamonica,,,,93,Metacritic,,,,,,PS2平台续作，规模与爽快度进一步升级。
game_050,God of War III,战神3,2010,false,动作冒险,Santa Monica Studio,studio_santamonica,,,,92,Metacritic,,,,,,希腊三部曲终章，以宏大神战场面收尾。
game_051,God of War: Ascension,战神：崛起,2013,false,动作冒险,Santa Monica Studio,studio_santamonica,,,,80,Metacritic,,,,,,系列前传，评价较前期作品回落，促使工作室寻求新方向。
game_052,God of War Ragnarök,战神：诸神黄昏,2022,false,动作冒险,Santa Monica Studio,studio_santamonica,,,,94,Metacritic,,,,,,北欧篇章续作，成为索尼与工作室最畅销作品，BAFTA提名数创纪录。
game_053,The PlayRoom,游戏间,2013,false,增强现实 / 硬件展示,Team Asobi,studio_asobi,,,,73,Metacritic,,,,,,PS4首发预装演示，展示DualShock 4与PlayStation Camera玩法，首次引入机器人角色A5081。
game_054,The PlayRoom VR,游戏间VR,2016,false,虚拟现实 / 合家欢,Team Asobi,studio_asobi,,,,76,Metacritic,,,,,,随PS VR推出的合集式演示，展示虚拟现实体验。
game_055,Astro Bot Rescue Mission,宇宙机器人：搜救行动,2018,false,VR平台跳跃,Team Asobi,studio_asobi,,,,90,Metacritic,,,,,,PS VR平台跳跃佳作，首次以Astro为主角的完整冒险，奠定系列基调。
game_056,Astro's Playroom,宇宙机器人：游戏间,2020,false,平台跳跃,Team Asobi,studio_asobi,,,,83,Metacritic,,,,,,PS5免费预装 launch 作品，充分展示DualSense触觉反馈，因好评使团队免于日本工作室裁撤。
game_057,Brother: A Tale of Two Sons,兄弟：双子传说,2013,false,解谜冒险,Hazelight Studios,studio_hazelight,,,,86,Metacritic,,,,,,Josef Fares担任编剧与导演的成名作，以双角色单手柄协同操作讲述兄弟救父的温情旅程。
game_058,A Way Out,逃出生天,2018,false,合作动作冒险,Hazelight Studios,studio_hazelight,,,,78,Metacritic,,,,,,史上首款纯双人合作第三人称动作冒险游戏，讲述两名囚犯联手越狱逃亡的故事。
game_059,Split Fiction,双影奇境,2025,false,合作冒险,Hazelight Studios,studio_hazelight,,,,91,Metacritic,,,,,,两位女作家被困于自己创作的故事中，在科幻与奇幻世界间穿梭合作，发售48小时即破百万销量并打破多项合作游戏纪录。
game_060,Baldur's Gate,博德之门,1998,false,角色扮演,BioWare,studio_bioware,,,,,,,,,,,基于龙与地下城规则的里程碑式CRPG，确立BioWare在角色扮演领域的顶尖地位，销量超两百万份。
game_061,Neverwinter Nights,无冬之夜,2002,false,角色扮演,BioWare,studio_bioware,,,,91,Metacritic,,,,,,自带功能强大的地牢主工具，极大推动了模组社区与线上角色扮演文化的发展。
game_062,Star Wars: Knights of the Old Republic,星球大战：旧共和国武士,2003,false,角色扮演,BioWare,studio_bioware,,,,93,Metacritic,,,,,,将星战宇宙与前作风格叙事融合，被誉为史上最优秀的星战游戏之一。
game_063,Dragon Age: Origins,龙腾世纪：起源,2009,false,角色扮演,BioWare,studio_bioware,,,,91,Metacritic,,,,,,BioWare原创黑暗奇幻IP的开山之作，以多出身叙事与战术小队战斗广受赞誉。
game_064,Mass Effect,质量效应,2007,false,科幻角色扮演,BioWare,studio_bioware,,,,89,Metacritic,,,,,,开创太空歌剧式的银河叙事与角色对话系统，奠定BioWare原创科幻IP基础。
game_065,Mass Effect 2,质量效应2,2010,false,科幻角色扮演,BioWare,studio_bioware,,,,94,Metacritic,,,,,,系列口碑巅峰，以招募队友与'自杀小队'式叙事被视为RPG史上最伟大的作品之一。
game_066,Mass Effect: Andromeda,质量效应：仙女座,2017,false,科幻角色扮演,BioWare,studio_bioware,,,,76,Metacritic,,,,,,系列外传，因技术瑕疵与角色塑造争议评价两极，被视为未达正传水准。
game_067,Anthem,圣歌,2019,false,在线动作角色扮演,BioWare,studio_bioware,,,,60,Metacritic,,,,,,BioWare进军服务型多人游戏的尝试，因内容空洞与完成度不足遭遇商业与口碑双重失利。
game_068,The Witcher,巫师,2007,false,角色扮演,CD Projekt Red,studio_cdpr,,,,81,Metacritic,,,,,,工作室首部作品，改编自波兰国宝级奇幻小说，以成熟黑暗的叙事崭露头角。
game_069,The Witcher 2: Assassins of Kings,巫师2：国王刺客,2011,false,角色扮演,CD Projekt Red,studio_cdpr,,,,88,Metacritic,,,,,,采用自研REDengine引擎，战斗与政治叙事大幅升级，确立系列国际声誉。
game_070,Thronebreaker: The Witcher Tales,王权的陨落：巫师传说,2018,false,卡牌角色扮演,CD Projekt Red,studio_cdpr,,,,79,Metacritic,,,,,,由《巫师3》昆特牌衍生，融合单人剧情与回合卡牌策略的独立作品。
game_071,Cyberpunk 2077,赛博朋克2077,2020,false,开放世界角色扮演,CD Projekt Red,studio_cdpr,,,,86,Metacritic,,,,,,基于桌上角色扮演的科幻开放世界巨作，PC版获好评但主机版因严重技术问题引发争议。
game_072,GWENT: The Witcher Card Game,昆特牌：巫师之昆特牌,2018,false,卡牌对战,CD Projekt Red,studio_cdpr,,,,,,,,,,,脱胎于《巫师3》内置小游戏的独立联机卡牌游戏，后登陆多平台。
game_073,Cyberpunk 2077: Phantom Liberty,赛博朋克2077：往日之影,2023,false,开放世界角色扮演（资料片）,CD Projekt Red,studio_cdpr,,,,89,Metacritic,,,,,,由Idris Elba参演的间谍惊悚式资料片，重制部分系统并被视为挽回口碑的转折点。
game_074,Divine Divinity,神界,2002,false,动作角色扮演,Larian Studios,studio_larian,,,,,,,,,,,工作室早期成名作，奠定神界世界观。
game_075,Beyond Divinity,超越神界,2004,false,动作角色扮演,Larian Studios,studio_larian,,,,,,,,,,,《神界》的衍生续作。
game_076,Divinity II: Ego Draconis,神界2：龙刃,2009,false,动作角色扮演,Larian Studios,studio_larian,,,,,,,,,,,引入变身巨龙玩法的开放世界RPG。
game_077,Divinity: Dragon Commander,神界：龙指挥官,2013,false,策略/角色扮演,Larian Studios,studio_larian,,,,,,,,,,,结合战棋与政治策略的混合型作品。
game_078,Divinity: Original Sin,神界：原罪,2014,false,角色扮演（CRPG）,Larian Studios,studio_larian,,,,87,Metacritic,,,,,,众筹成功之作，以合作模式与环境互动 revitalized 等距CRPG。
game_079,Divinity: Original Sin 2,神界：原罪2,2017,false,角色扮演（CRPG）,Larian Studios,studio_larian,,,,93,Metacritic,,,,,,口碑爆款，确立拉瑞安顶级RPG厂商地位并获BAFTA最佳多人游戏。
game_080,Divinity: Fallen Heroes,神界：陨落英雄,2019,false,战术角色扮演,Larian Studios,studio_larian,,,,,,,,,,,与Logic Artists合作开发，后开发中止，资源转向《博德之门3》。
game_081,Tales of Monkey Island,猴岛传说,2009,false,冒险,Telltale Games,studio_telltale,,,,,,,,,,,经典《猴岛小英雄》IP的章节式重启。
game_082,Back to the Future: The Game,回到未来,2010,false,冒险,Telltale Games,studio_telltale,,,,,,,,,,,改编自经典科幻电影，由Telltale原创剧情延续。
game_083,The Wolf Among Us,我们之中的狼,2013,false,冒险/互动电影,Telltale Games,studio_telltale,,,,84,Metacritic,,,,,,改编自比尔·威灵厄姆漫画《成人童话》，叙事口碑极高。
game_084,Tales from the Borderlands,无主之地传说,2014,false,冒险/喜剧,Telltale Games,studio_telltale,,,,86,Metacritic,,,,,,基于《无主之地》世界观的幽默叙事佳作。
game_085,Game of Thrones: Season 1,权力的游戏：第一季,2014,false,冒险,Telltale Games,studio_telltale,,,,75,Metacritic,,,,,,基于HBO剧集的授权改编章节游戏。
game_086,Minecraft: Story Mode,我的世界：故事模式,2015,false,冒险/家庭,Telltale Games,studio_telltale,,,,61,Metacritic,,,,,,面向年轻玩家的分支叙事作品，销量庞大。
game_087,Batman: The Telltale Series,蝙蝠侠：Telltale系列,2016,false,冒险,Telltale Games,studio_telltale,,,,70,Metacritic,,,,,,以布鲁斯·韦恩内心抉择为核心的蝙蝠侠叙事作。
game_088,The Walking Dead: Season Two,行尸走肉：第二季,2013,false,冒险/互动电影,Telltale Games,studio_telltale,,,,80,Metacritic,,,,,,以少年Clementine为主视角的续作。
game_089,Demon's Souls,恶魔之魂,2009,false,动作角色扮演,FromSoftware,studio_fromsoftware,,,,89,Metacritic,,,,,,魂系游戏的鼻祖，以极具压迫感的高难度与精巧箱庭关卡奠定了系列基调。
game_090,Dark Souls,黑暗之魂,2011,false,动作角色扮演,FromSoftware,studio_fromsoftware,,,,89,Metacritic,,,,,,以互联世界设计与“传火”世界观确立魂系标杆，被广泛视为最具影响力的硬核动作RPG之一。
game_091,Dark Souls II,黑暗之魂II,2014,false,动作角色扮演,FromSoftware,studio_fromsoftware,,,,91,Metacritic,,,,,,引入即时快速旅行与更自由的职业构建，后续《原罪学者》版本进一步完善体验。
game_092,Bloodborne,血源诅咒,2015,false,动作角色扮演,FromSoftware,studio_fromsoftware,,,,92,Metacritic,,,,,,融合克苏鲁式哥特美学与更快更激进的战斗，是魂系外极具个性的衍生杰作。
game_093,Dark Souls III,黑暗之魂III,2016,false,动作角色扮演,FromSoftware,studio_fromsoftware,,,,89,Metacritic,,,,,,三部曲收官之作，节奏更快、boss战华丽，为黑暗之魂系列画下句点。
game_094,Armored Core VI: Fires of Rubicon,装甲核心VI 境界天火,2023,false,机甲动作,FromSoftware,studio_fromsoftware,,,,86,Metacritic,,,,,,时隔十年重启的机甲组装对战作品，将魂系的战斗手感融入拼装与策略。
game_095,Super Mario Odyssey,超级马里奥：奥德赛,2017,false,3D平台,Nintendo EPD,studio_nintendoepd,,,,97,Metacritic,,,,,,以“捕捉帽”凯皮为核心的沙盒式3D马里奥，自由度与创意获极高评价。
game_096,Animal Crossing: New Horizons,集合啦！动物森友会,2020,false,生活模拟,Nintendo EPD,studio_nintendoepd,,,,90,Metacritic,,,,,,无人岛经营与社交模拟，凭借治愈节奏成为现象级合家欢作品。
game_097,Splatoon 2,喷射战士2,2017,false,第三人称射击,Nintendo EPD,studio_nintendoepd,,,,,,,,,,,以“涂地”为目标的四人团队射击游戏，融合潮流美术与强社交性。
game_098,The Legend of Zelda: Tears of the Kingdom,塞尔达传说：王国之泪,2023,false,开放世界动作冒险,Nintendo EPD,studio_nintendoepd,,,,96,Metacritic,,,,,,《旷野之息》的续作，新增“究极手”“余料建造”等系统，将物理沙盒推向新高度。
game_099,Super Mario Bros. Wonder,超级马里奥兄弟：惊奇,2023,false,横向卷轴平台,Nintendo EPD,studio_nintendoepd,,,,92,Metacritic,,,,,,2D马里奥的革新之作，以“惊奇花”带来千变万化的关卡演出与手感。
game_100,Metroid Dread,密特罗德：生存恐惧,2021,false,银河恶魔城/动作冒险,Nintendo EPD,studio_nintendoepd,,,,88,Metacritic,,,,,,时隔多年的2D密特罗德正统续作，以 E.M.M.I. 追击营造紧张探索体验。
game_101,Diablo II,暗黑破坏神II,2000,false,动作角色扮演（ARPG）,Blizzard Entertainment,studio_blizzard,,,,89,Metacritic,,,,,,暗黑系列里程碑，以随机掉落、职业构建与阴郁哥特氛围定义ARPG范式。
game_102,StarCraft,星际争霸,1998,false,即时战略（RTS）,Blizzard Entertainment,studio_blizzard,,,,88,Metacritic,,,,,,三大种族平衡的科幻RTS，曾长期主导电子竞技与韩国职业联赛。
game_103,World of Warcraft,魔兽世界,2004,false,大型多人在线角色扮演（MMORPG）,Blizzard Entertainment,studio_blizzard,,,,91,Metacritic,,,,,,史上最具影响力的MMORPG，以庞大世界观与持续运营塑造在线游戏标杆。
game_104,Diablo III,暗黑破坏神III,2012,false,动作角色扮演（ARPG）,Blizzard Entertainment,studio_blizzard,,,,88,Metacritic,,,,,,强化爽快连击与拍卖行系统，后续《死神之镰》资料片大幅改善体验。
game_105,Hearthstone,炉石传说,2014,false,数字卡牌,Blizzard Entertainment,studio_blizzard,,,,88,Metacritic,,,,,,基于魔兽IP的免费数字卡牌游戏，以低门槛与强策略性风靡全球。
game_106,Diablo IV,暗黑破坏神IV,2023,false,动作角色扮演（ARPG）,Blizzard Entertainment,studio_blizzard,,,,86,Metacritic,,,,,,回归暗黑黑暗写实基调，引入开放世界与赛季制持续运营内容。
game_107,Overwatch 2,守望先锋2,2022,false,第一人称英雄射击,Blizzard Entertainment,studio_blizzard,,,,79,Metacritic,,,,,,前作的免费续作，转向5v5与赛季更新，但因内容节奏引发争议。
